delivery_id,lot_id,carrier_id,dispatch_date,transit_days,arrival_date,ship_cutoff_day,on_time,missed_ship,on_time_flag,missed_ship_flag,value_retained
DLV-00061,LOT-00061,CAR-A,2026-07-02,24.61,2026-07-26,16,False,True,0,1,0.0
DLV-00062,LOT-00062,CAR-A,2026-06-14,4.98,2026-06-18,16,True,False,1,0,0.9253
DLV-00063,LOT-00063,CAR-A,2026-05-20,5.36,2026-05-25,16,True,False,1,0,0.9196
DLV-00064,LOT-00064,CAR-B,2026-05-04,13.88,2026-05-17,16,True,False,1,0,0.7918
DLV-00065,LOT-00065,CAR-A,2026-06-15,5.57,2026-06-20,16,True,False,1,0,0.9164
DLV-00066,LOT-00066,CAR-A,2026-07-23,19.09,2026-08-11,16,False,True,0,1,0.0
DLV-00067,LOT-00067,CAR-A,2026-07-28,6.43,2026-08-03,16,True,False,1,0,0.9036
DLV-00068,LOT-00068,CAR-A,2026-05-07,23.74,2026-05-30,16,False,True,0,1,0.0
DLV-00069,LOT-00069,CAR-A,2026-06-13,26.7,2026-07-09,16,False,True,0,1,0.0
DLV-00070,LOT-00070,CAR-A,2026-06-04,3.68,2026-06-07,16,True,False,1,0,0.9448
DLV-00071,LOT-00071,CAR-B,2026-07-03,13.93,2026-07-16,16,True,False,1,0,0.791
DLV-00072,LOT-00072,CAR-B,2026-07-28,13.59,2026-08-10,16,True,False,1,0,0.7962
DLV-00073,LOT-00073,CAR-A,2026-05-05,5.19,2026-05-10,16,True,False,1,0,0.9222
DLV-00074,LOT-00074,CAR-A,2026-07-29,5.09,2026-08-03,16,True,False,1,0,0.9236
DLV-00075,LOT-00075,CAR-B,2026-05-30,13.39,2026-06-12,16,True,False,1,0,0.7992
DLV-00076,LOT-00076,CAR-A,2026-05-28,25.73,2026-06-22,16,False,True,0,1,0.0
DLV-00077,LOT-00077,CAR-A,2026-07-04,14.89,2026-07-18,16,True,False,1,0,0.7767
DLV-00078,LOT-00078,CAR-A,2026-07-22,6.18,2026-07-28,16,True,False,1,0,0.9073
DLV-00079,LOT-00079,CAR-A,2026-05-21,19.43,2026-06-09,16,False,True,0,1,0.0
DLV-00080,LOT-00080,CAR-A,2026-05-29,3.0,2026-06-01,16,True,False,1,0,0.955
DLV-00081,LOT-00081,CAR-A,2026-07-10,5.41,2026-07-15,16,True,False,1,0,0.9188
DLV-00082,LOT-00082,CAR-A,2026-05-08,3.22,2026-05-11,16,True,False,1,0,0.9517
DLV-00083,LOT-00083,CAR-A,2026-05-04,4.47,2026-05-08,16,True,False,1,0,0.933
DLV-00084,LOT-00084,CAR-B,2026-08-07,14.68,2026-08-21,16,True,False,1,0,0.7798
DLV-00085,LOT-00085,CAR-B,2026-05-22,13.66,2026-06-04,16,True,False,1,0,0.7951
DLV-00086,LOT-00086,CAR-A,2026-05-29,23.68,2026-06-21,16,False,True,0,1,0.0
DLV-00087,LOT-00087,CAR-A,2026-06-12,3.0,2026-06-15,16,True,False,1,0,0.955
DLV-00088,LOT-00088,CAR-B,2026-07-02,12.75,2026-07-14,16,True,False,1,0,0.8088
DLV-00089,LOT-00089,CAR-A,2026-05-02,23.97,2026-05-25,16,False,True,0,1,0.0
DLV-00090,LOT-00090,CAR-B,2026-07-05,14.95,2026-07-19,16,True,False,1,0,0.7758
DLV-00091,LOT-00091,CAR-A,2026-07-10,4.05,2026-07-14,16,True,False,1,0,0.9392
DLV-00092,LOT-00092,CAR-B,2026-07-26,14.43,2026-08-09,16,True,False,1,0,0.7836
DLV-00093,LOT-00093,CAR-A,2026-06-14,10.39,2026-06-24,16,True,False,1,0,0.8442
DLV-00094,LOT-00094,CAR-A,2026-06-10,5.75,2026-06-15,16,True,False,1,0,0.9138
DLV-00095,LOT-00095,CAR-B,2026-06-16,14.36,2026-06-30,16,True,False,1,0,0.7846
DLV-00096,LOT-00096,CAR-A,2026-06-18,11.39,2026-06-29,16,True,False,1,0,0.8292
DLV-00097,LOT-00097,CAR-A,2026-05-09,5.02,2026-05-14,16,True,False,1,0,0.9247
DLV-00098,LOT-00098,CAR-B,2026-06-23,13.98,2026-07-06,16,True,False,1,0,0.7903
DLV-00099,LOT-00099,CAR-B,2026-06-29,13.42,2026-07-12,16,True,False,1,0,0.7987
DLV-00100,LOT-00100,CAR-B,2026-07-10,13.37,2026-07-23,16,True,False,1,0,0.7994
DLV-00101,LOT-00101,CAR-B,2026-06-12,13.9,2026-06-25,16,True,False,1,0,0.7915
DLV-00102,LOT-00102,CAR-B,2026-07-04,14.68,2026-07-18,16,True,False,1,0,0.7798
DLV-00103,LOT-00103,CAR-A,2026-08-03,10.04,2026-08-13,16,True,False,1,0,0.8494
DLV-00104,LOT-00104,CAR-A,2026-06-12,12.25,2026-06-24,16,True,False,1,0,0.8162
DLV-00105,LOT-00105,CAR-A,2026-06-05,20.65,2026-06-25,16,False,True,0,1,0.0
DLV-00106,LOT-00106,CAR-A,2026-07-15,5.68,2026-07-20,16,True,False,1,0,0.9148
DLV-00107,LOT-00107,CAR-B,2026-07-08,13.34,2026-07-21,16,True,False,1,0,0.7999
DLV-00108,LOT-00108,CAR-A,2026-06-28,19.25,2026-07-17,16,False,True,0,1,0.0
DLV-00109,LOT-00109,CAR-B,2026-06-08,12.81,2026-06-20,16,True,False,1,0,0.8078
DLV-00110,LOT-00110,CAR-B,2026-05-01,13.64,2026-05-14,16,True,False,1,0,0.7954
DLV-00111,LOT-00111,CAR-A,2026-06-23,21.41,2026-07-14,16,False,True,0,1,0.0
DLV-00112,LOT-00112,CAR-B,2026-06-18,13.62,2026-07-01,16,True,False,1,0,0.7957
DLV-00113,LOT-00113,CAR-B,2026-08-06,13.48,2026-08-19,16,True,False,1,0,0.7978
DLV-00114,LOT-00114,CAR-B,2026-06-18,14.57,2026-07-02,16,True,False,1,0,0.7814
DLV-00115,LOT-00115,CAR-B,2026-07-12,12.94,2026-07-24,16,True,False,1,0,0.8059
DLV-00116,LOT-00116,CAR-A,2026-06-04,5.66,2026-06-09,16,True,False,1,0,0.9151
DLV-00117,LOT-00117,CAR-A,2026-07-23,21.83,2026-08-13,16,False,True,0,1,0.0
DLV-00118,LOT-00118,CAR-A,2026-07-30,13.56,2026-08-12,16,True,False,1,0,0.7966
DLV-00119,LOT-00119,CAR-A,2026-07-23,15.98,2026-08-07,16,True,False,1,0,0.7603
DLV-00120,LOT-00120,CAR-B,2026-07-24,14.74,2026-08-07,16,True,False,1,0,0.7789
DLV-00121,LOT-00121,CAR-B,2026-06-11,13.63,2026-06-24,16,True,False,1,0,0.7956
DLV-00122,LOT-00122,CAR-B,2026-05-11,14.57,2026-05-25,16,True,False,1,0,0.7814
DLV-00123,LOT-00123,CAR-B,2026-07-28,12.11,2026-08-09,16,True,False,1,0,0.8184
DLV-00124,LOT-00124,CAR-A,2026-07-07,17.67,2026-07-24,16,False,True,0,1,0.0
DLV-00125,LOT-00125,CAR-A,2026-07-18,5.87,2026-07-23,16,True,False,1,0,0.912
DLV-00126,LOT-00126,CAR-B,2026-06-03,13.58,2026-06-16,16,True,False,1,0,0.7963
DLV-00127,LOT-00127,CAR-A,2026-08-03,13.78,2026-08-16,16,True,False,1,0,0.7933
DLV-00128,LOT-00128,CAR-B,2026-06-26,15.72,2026-07-11,16,True,False,1,0,0.7642
DLV-00129,LOT-00129,CAR-B,2026-05-23,14.72,2026-06-06,16,True,False,1,0,0.7792
DLV-00130,LOT-00130,CAR-A,2026-05-12,17.49,2026-05-29,16,False,True,0,1,0.0
DLV-00131,LOT-00131,CAR-B,2026-06-03,13.57,2026-06-16,16,True,False,1,0,0.7964
DLV-00132,LOT-00132,CAR-B,2026-06-15,16.07,2026-07-01,16,False,True,0,1,0.0
DLV-00133,LOT-00133,CAR-A,2026-05-02,15.71,2026-05-17,16,True,False,1,0,0.7644
DLV-00134,LOT-00134,CAR-A,2026-07-28,8.64,2026-08-05,16,True,False,1,0,0.8704
DLV-00135,LOT-00135,CAR-A,2026-05-16,15.53,2026-05-31,16,True,False,1,0,0.767
DLV-00136,LOT-00136,CAR-A,2026-06-27,3.55,2026-06-30,16,True,False,1,0,0.9468
DLV-00137,LOT-00137,CAR-B,2026-07-16,14.77,2026-07-30,16,True,False,1,0,0.7784
DLV-00138,LOT-00138,CAR-A,2026-05-11,3.96,2026-05-14,16,True,False,1,0,0.9406
DLV-00139,LOT-00139,CAR-A,2026-05-19,5.41,2026-05-24,16,True,False,1,0,0.9188
DLV-00140,LOT-00140,CAR-A,2026-06-18,14.81,2026-07-02,16,True,False,1,0,0.7778
DLV-00141,LOT-00141,CAR-A,2026-06-20,4.71,2026-06-24,16,True,False,1,0,0.9294
DLV-00142,LOT-00142,CAR-A,2026-05-14,3.0,2026-05-17,16,True,False,1,0,0.955
DLV-00143,LOT-00143,CAR-A,2026-05-13,27.6,2026-06-09,16,False,True,0,1,0.0
DLV-00144,LOT-00144,CAR-B,2026-05-12,14.09,2026-05-26,16,True,False,1,0,0.7887
DLV-00145,LOT-00145,CAR-A,2026-07-13,4.35,2026-07-17,16,True,False,1,0,0.9348
DLV-00146,LOT-00146,CAR-A,2026-07-30,6.35,2026-08-05,16,True,False,1,0,0.9048
DLV-00147,LOT-00147,CAR-A,2026-07-24,11.87,2026-08-04,16,True,False,1,0,0.822
DLV-00148,LOT-00148,CAR-B,2026-05-08,14.75,2026-05-22,16,True,False,1,0,0.7788
DLV-00149,LOT-00149,CAR-A,2026-05-02,5.14,2026-05-07,16,True,False,1,0,0.9229
DLV-00150,LOT-00150,CAR-B,2026-07-23,14.01,2026-08-06,16,True,False,1,0,0.7899
DLV-00151,LOT-00151,CAR-B,2026-06-10,13.89,2026-06-23,16,True,False,1,0,0.7916
DLV-00152,LOT-00152,CAR-B,2026-06-10,14.58,2026-06-24,16,True,False,1,0,0.7813
DLV-00153,LOT-00153,CAR-A,2026-07-17,22.38,2026-08-08,16,False,True,0,1,0.0
DLV-00154,LOT-00154,CAR-B,2026-07-31,15.08,2026-08-15,16,True,False,1,0,0.7738
DLV-00155,LOT-00155,CAR-B,2026-06-28,13.88,2026-07-11,16,True,False,1,0,0.7918
DLV-00156,LOT-00156,CAR-A,2026-07-28,5.43,2026-08-02,16,True,False,1,0,0.9186
DLV-00157,LOT-00157,CAR-B,2026-06-24,14.13,2026-07-08,16,True,False,1,0,0.788
DLV-00158,LOT-00158,CAR-A,2026-05-24,5.06,2026-05-29,16,True,False,1,0,0.9241
DLV-00159,LOT-00159,CAR-A,2026-07-09,10.38,2026-07-19,16,True,False,1,0,0.8443
DLV-00160,LOT-00160,CAR-B,2026-07-22,14.94,2026-08-05,16,True,False,1,0,0.7759
DLV-00161,LOT-00161,CAR-B,2026-06-06,13.66,2026-06-19,16,True,False,1,0,0.7951
DLV-00162,LOT-00162,CAR-B,2026-06-01,14.66,2026-06-15,16,True,False,1,0,0.7801
DLV-00163,LOT-00163,CAR-B,2026-07-13,12.78,2026-07-25,16,True,False,1,0,0.8083
DLV-00164,LOT-00164,CAR-A,2026-06-08,5.58,2026-06-13,16,True,False,1,0,0.9163
DLV-00165,LOT-00165,CAR-B,2026-07-01,14.31,2026-07-15,16,True,False,1,0,0.7854
DLV-00166,LOT-00166,CAR-B,2026-05-18,10.96,2026-05-28,16,True,False,1,0,0.8356
DLV-00167,LOT-00167,CAR-B,2026-05-07,12.07,2026-05-19,16,True,False,1,0,0.819
DLV-00168,LOT-00168,CAR-B,2026-06-22,14.06,2026-07-06,16,True,False,1,0,0.7891
DLV-00169,LOT-00169,CAR-A,2026-07-10,5.77,2026-07-15,16,True,False,1,0,0.9134
DLV-00170,LOT-00170,CAR-B,2026-07-09,15.54,2026-07-24,16,True,False,1,0,0.7669
DLV-00171,LOT-00171,CAR-A,2026-06-06,24.75,2026-06-30,16,False,True,0,1,0.0
DLV-00172,LOT-00172,CAR-A,2026-06-03,3.27,2026-06-06,16,True,False,1,0,0.951
DLV-00173,LOT-00173,CAR-B,2026-05-11,15.55,2026-05-26,16,True,False,1,0,0.7668
DLV-00174,LOT-00174,CAR-B,2026-05-04,14.64,2026-05-18,16,True,False,1,0,0.7804
DLV-00175,LOT-00175,CAR-B,2026-07-11,12.81,2026-07-23,16,True,False,1,0,0.8078
DLV-00176,LOT-00176,CAR-B,2026-06-30,13.64,2026-07-13,16,True,False,1,0,0.7954
DLV-00177,LOT-00177,CAR-A,2026-06-06,3.97,2026-06-09,16,True,False,1,0,0.9404
DLV-00178,LOT-00178,CAR-A,2026-06-15,4.8,2026-06-19,16,True,False,1,0,0.928
DLV-00179,LOT-00179,CAR-B,2026-06-27,12.72,2026-07-09,16,True,False,1,0,0.8092
DLV-00180,LOT-00180,CAR-A,2026-05-11,4.87,2026-05-15,16,True,False,1,0,0.927
DLV-00181,LOT-00181,CAR-A,2026-05-09,17.43,2026-05-26,16,False,True,0,1,0.0
DLV-00182,LOT-00182,CAR-A,2026-07-25,21.16,2026-08-15,16,False,True,0,1,0.0
DLV-00183,LOT-00183,CAR-B,2026-06-14,14.22,2026-06-28,16,True,False,1,0,0.7867
DLV-00184,LOT-00184,CAR-A,2026-06-04,7.73,2026-06-11,16,True,False,1,0,0.884
DLV-00185,LOT-00185,CAR-A,2026-07-23,6.74,2026-07-29,16,True,False,1,0,0.8989
DLV-00186,LOT-00186,CAR-A,2026-07-02,4.97,2026-07-06,16,True,False,1,0,0.9254
DLV-00187,LOT-00187,CAR-A,2026-06-05,3.44,2026-06-08,16,True,False,1,0,0.9484
DLV-00188,LOT-00188,CAR-A,2026-08-02,19.45,2026-08-21,16,False,True,0,1,0.0
DLV-00189,LOT-00189,CAR-A,2026-05-06,6.6,2026-05-12,16,True,False,1,0,0.901
DLV-00190,LOT-00190,CAR-A,2026-08-08,5.66,2026-08-13,16,True,False,1,0,0.9151
DLV-00191,LOT-00191,CAR-A,2026-07-03,21.02,2026-07-24,16,False,True,0,1,0.0
DLV-00192,LOT-00192,CAR-B,2026-07-23,14.1,2026-08-06,16,True,False,1,0,0.7885
DLV-00193,LOT-00193,CAR-A,2026-06-20,25.79,2026-07-15,16,False,True,0,1,0.0
DLV-00194,LOT-00194,CAR-B,2026-07-04,15.39,2026-07-19,16,True,False,1,0,0.7692
DLV-00195,LOT-00195,CAR-B,2026-07-22,13.63,2026-08-04,16,True,False,1,0,0.7956
DLV-00196,LOT-00196,CAR-B,2026-05-26,14.17,2026-06-09,16,True,False,1,0,0.7874
DLV-00197,LOT-00197,CAR-A,2026-07-31,6.02,2026-08-06,16,True,False,1,0,0.9097
DLV-00198,LOT-00198,CAR-A,2026-07-24,14.37,2026-08-07,16,True,False,1,0,0.7844
DLV-00199,LOT-00199,CAR-A,2026-07-01,13.06,2026-07-14,16,True,False,1,0,0.8041
DLV-00200,LOT-00200,CAR-A,2026-06-10,3.97,2026-06-13,16,True,False,1,0,0.9404
DLV-00201,LOT-00201,CAR-A,2026-06-11,19.88,2026-06-30,16,False,True,0,1,0.0
DLV-00202,LOT-00202,CAR-A,2026-08-01,13.73,2026-08-14,16,True,False,1,0,0.794
DLV-00203,LOT-00203,CAR-A,2026-06-09,24.09,2026-07-03,16,False,True,0,1,0.0
DLV-00204,LOT-00204,CAR-B,2026-07-03,12.64,2026-07-15,16,True,False,1,0,0.8104
DLV-00205,LOT-00205,CAR-A,2026-05-24,5.66,2026-05-29,16,True,False,1,0,0.9151
DLV-00206,LOT-00206,CAR-A,2026-05-21,3.88,2026-05-24,16,True,False,1,0,0.9418
DLV-00207,LOT-00207,CAR-B,2026-05-06,14.95,2026-05-20,16,True,False,1,0,0.7758
DLV-00208,LOT-00208,CAR-A,2026-06-13,10.77,2026-06-23,16,True,False,1,0,0.8384
DLV-00209,LOT-00209,CAR-A,2026-06-02,6.91,2026-06-08,16,True,False,1,0,0.8964
DLV-00210,LOT-00210,CAR-A,2026-05-12,3.74,2026-05-15,16,True,False,1,0,0.9439
DLV-00211,LOT-00211,CAR-B,2026-08-07,15.46,2026-08-22,16,True,False,1,0,0.7681
DLV-00212,LOT-00212,CAR-A,2026-06-14,3.83,2026-06-17,16,True,False,1,0,0.9426
DLV-00213,LOT-00213,CAR-A,2026-07-15,5.09,2026-07-20,16,True,False,1,0,0.9236
DLV-00214,LOT-00214,CAR-A,2026-06-21,3.16,2026-06-24,16,True,False,1,0,0.9526
DLV-00215,LOT-00215,CAR-A,2026-05-09,20.3,2026-05-29,16,False,True,0,1,0.0
DLV-00216,LOT-00216,CAR-B,2026-07-31,15.05,2026-08-15,16,True,False,1,0,0.7742
DLV-00217,LOT-00217,CAR-A,2026-06-27,17.08,2026-07-14,16,False,True,0,1,0.0
DLV-00218,LOT-00218,CAR-B,2026-05-04,13.66,2026-05-17,16,True,False,1,0,0.7951
DLV-00219,LOT-00219,CAR-B,2026-05-10,13.38,2026-05-23,16,True,False,1,0,0.7993
DLV-00220,LOT-00220,CAR-A,2026-08-03,5.99,2026-08-08,16,True,False,1,0,0.9102
DLV-00221,LOT-00221,CAR-A,2026-06-17,4.32,2026-06-21,16,True,False,1,0,0.9352
DLV-00222,LOT-00222,CAR-A,2026-07-02,22.36,2026-07-24,16,False,True,0,1,0.0
DLV-00223,LOT-00223,CAR-A,2026-07-05,20.61,2026-07-25,16,False,True,0,1,0.0
DLV-00224,LOT-00224,CAR-A,2026-05-14,8.32,2026-05-22,16,True,False,1,0,0.8752
DLV-00225,LOT-00225,CAR-B,2026-05-22,14.59,2026-06-05,16,True,False,1,0,0.7812
DLV-00226,LOT-00226,CAR-A,2026-08-01,20.75,2026-08-21,16,False,True,0,1,0.0
DLV-00227,LOT-00227,CAR-A,2026-05-18,9.7,2026-05-27,16,True,False,1,0,0.8545
DLV-00228,LOT-00228,CAR-A,2026-06-06,4.05,2026-06-10,16,True,False,1,0,0.9392
DLV-00229,LOT-00229,CAR-A,2026-05-19,13.19,2026-06-01,16,True,False,1,0,0.8022
DLV-00230,LOT-00230,CAR-A,2026-06-15,4.29,2026-06-19,16,True,False,1,0,0.9356
DLV-00231,LOT-00231,CAR-B,2026-05-28,13.92,2026-06-10,16,True,False,1,0,0.7912
DLV-00232,LOT-00232,CAR-B,2026-07-08,13.52,2026-07-21,16,True,False,1,0,0.7972
DLV-00233,LOT-00233,CAR-A,2026-06-30,16.38,2026-07-16,16,False,True,0,1,0.0
DLV-00234,LOT-00234,CAR-B,2026-07-03,15.0,2026-07-18,16,True,False,1,0,0.775
DLV-00235,LOT-00235,CAR-A,2026-05-09,16.27,2026-05-25,16,False,True,0,1,0.0
DLV-00236,LOT-00236,CAR-A,2026-08-08,4.46,2026-08-12,16,True,False,1,0,0.9331
DLV-00237,LOT-00237,CAR-B,2026-07-09,13.92,2026-07-22,16,True,False,1,0,0.7912
DLV-00238,LOT-00238,CAR-A,2026-07-30,3.5,2026-08-02,16,True,False,1,0,0.9475
DLV-00239,LOT-00239,CAR-A,2026-08-04,14.99,2026-08-18,16,True,False,1,0,0.7752
DLV-00240,LOT-00240,CAR-B,2026-06-03,13.29,2026-06-16,16,True,False,1,0,0.8007
DLV-00241,LOT-00241,CAR-A,2026-05-18,23.01,2026-06-10,16,False,True,0,1,0.0
DLV-00242,LOT-00242,CAR-A,2026-06-13,5.61,2026-06-18,16,True,False,1,0,0.9158
DLV-00243,LOT-00243,CAR-B,2026-07-20,15.29,2026-08-04,16,True,False,1,0,0.7707
DLV-00244,LOT-00244,CAR-A,2026-08-01,3.16,2026-08-04,16,True,False,1,0,0.9526
DLV-00245,LOT-00245,CAR-B,2026-07-15,13.6,2026-07-28,16,True,False,1,0,0.796
DLV-00246,LOT-00246,CAR-B,2026-07-17,13.24,2026-07-30,16,True,False,1,0,0.8014
DLV-00247,LOT-00247,CAR-A,2026-06-03,11.44,2026-06-14,16,True,False,1,0,0.8284
DLV-00248,LOT-00248,CAR-B,2026-06-09,15.1,2026-06-24,16,True,False,1,0,0.7735
DLV-00249,LOT-00249,CAR-A,2026-05-23,4.05,2026-05-27,16,True,False,1,0,0.9392
DLV-00250,LOT-00250,CAR-A,2026-05-20,3.65,2026-05-23,16,True,False,1,0,0.9452
DLV-00251,LOT-00251,CAR-A,2026-07-16,22.63,2026-08-07,16,False,True,0,1,0.0
DLV-00252,LOT-00252,CAR-B,2026-06-21,14.74,2026-07-05,16,True,False,1,0,0.7789
DLV-00253,LOT-00253,CAR-A,2026-07-09,5.04,2026-07-14,16,True,False,1,0,0.9244
DLV-00254,LOT-00254,CAR-A,2026-06-19,4.76,2026-06-23,16,True,False,1,0,0.9286
DLV-00255,LOT-00255,CAR-B,2026-05-13,13.76,2026-05-26,16,True,False,1,0,0.7936
DLV-00256,LOT-00256,CAR-A,2026-06-15,6.03,2026-06-21,16,True,False,1,0,0.9096
DLV-00257,LOT-00257,CAR-A,2026-05-04,3.37,2026-05-07,16,True,False,1,0,0.9494
DLV-00258,LOT-00258,CAR-A,2026-05-10,11.66,2026-05-21,16,True,False,1,0,0.8251
DLV-00259,LOT-00259,CAR-B,2026-07-22,15.34,2026-08-06,16,True,False,1,0,0.7699
DLV-00260,LOT-00260,CAR-A,2026-07-14,3.91,2026-07-17,16,True,False,1,0,0.9414
DLV-00261,LOT-00261,CAR-A,2026-07-05,3.54,2026-07-08,16,True,False,1,0,0.9469
DLV-00262,LOT-00262,CAR-B,2026-06-22,12.97,2026-07-04,16,True,False,1,0,0.8054
